Timestamp,"1. Age
Example: 23 [Restricted to 19ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½","  2. Gender
Example: Male  ","3. Study_Hours (per day) 
Example: 3","4. Class_Attendance (%) 
Example: 85 ","5. Tuition (Private Coaching) 
Example: Yes","6. Exam_Frequency (per semester) 
Example: 4",7. Assignment_Load (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"8. Sleep_Hours (per day) 
Example: 6","9. Physical_Exercise (hours per week) 
Example: 2 ","10. Social_Media_Use (hours per day) 
Example: 3","11. Screen_Time (hours per day) 
Example: 6 ","12. Family_Income_Level 
Example: Middle",13. Peer_Pressure (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,14. Family_Support (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15. Anxiety_Level (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"16. University_Type 
Example: Public University",17. Stress_Score (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"18. Stress_Level 
Example: Moderate"
2025/12/01 03:15:01 PM GMT+6,24,Female,7,46,Yes,8,4,5,Yes,0,2,Low,3,6,2,National University,3,Low
2025/12/01 03:51:30 PM GMT+6,22,Female,4,58,No,2,7,7,No,5,3,Medium,6,6,9,National University,13,Medium
2025/12/01 04:27:59 PM GMT+6,20,Female,5,64,No,2,3,4,No,3,1,Medium,6,4,7,Public University,8,Low
2025/12/01 05:04:28 PM GMT+6,22,Male,7,99,Yes,5,8,6,No,4,11,High,4,7,7,National University,22,High
2025/12/01 05:40:56 PM GMT+6,22,Female,8,41,No,6,8,9,No,5,1,High,1,3,9,Public University,17,Medium
2025/12/01 06:17:25 PM GMT+6,19,Female,4,47,No,8,5,4,Yes,1,10,Low,9,1,7,National University,24,High
2025/12/01 06:53:54 PM GMT+6,23,Male,5,55,No,2,9,6,No,1,11,Medium,3,1,1,National University,17,Medium
2025/12/01 07:30:23 PM GMT+6,20,Female,0,90,No,4,8,5,No,5,8,Low,5,5,2,Public University,17,Medium
2025/12/01 08:06:51 PM GMT+6,20,Female,6,83,Yes,8,8,9,Yes,6,1,High,5,4,7,National University,15,Medium
2025/12/01 08:43:20 PM GMT+6,21,Female,0,64,No,7,1,6,Yes,0,7,Medium,5,3,8,Public University,12,Medium
2025/12/01 09:19:49 PM GMT+6,21,Male,9,93,No,8,1,9,Yes,5,5,High,8,4,2,Private University,6,Low
2025/12/01 09:56:18 PM GMT+6,24,Female,0,55,No,3,1,4,Yes,6,7,Medium,1,3,4,National University,12,Medium
2025/12/01 10:32:47 PM GMT+6,20,Female,5,86,No,6,1,5,No,2,9,Low,3,7,1,Public University,7,Low
2025/12/01 11:09:15 PM GMT+6,20,Male,8,93,Yes,9,5,8,No,3,10,Medium,2,7,4,Private University,16,Medium
2025/12/01 11:45:44 PM GMT+6,22,Male,0,66,Yes,6,2,6,Yes,3,4,Low,4,1,7,Private University,13,Medium
2025/12/02 12:22:13 AM GMT+6,21,Female,8,72,Yes,4,3,8,Yes,5,4,Medium,3,8,8,Private University,6,Low
2025/12/02 12:58:42 AM GMT+6,23,Female,7,49,No,1,8,7,Yes,7,1,Low,8,6,3,Public University,5,Low
2025/12/02 01:35:11 AM GMT+6,22,Male,3,51,Yes,1,2,7,Yes,4,1,Medium,4,8,3,Public University,-6,Low
2025/12/02 02:11:39 AM GMT+6,23,Female,6,88,Yes,7,7,9,No,6,7,Medium,4,3,3,Public University,18,Medium
2025/12/02 02:48:08 AM GMT+6,24,Male,4,40,Yes,3,7,7,Yes,5,7,High,7,5,9,Private University,17,Medium
2025/12/02 03:24:37 AM GMT+6,24,Male,5,86,No,8,5,5,No,1,6,Medium,4,4,3,National University,14,Medium
2025/12/02 04:01:06 AM GMT+6,20,Female,9,56,Yes,9,1,9,No,2,3,High,7,6,9,Public University,9,Low
2025/12/02 04:37:34 AM GMT+6,19,Female,1,62,Yes,6,7,8,Yes,2,6,Low,7,9,9,Public University,11,Medium
2025/12/02 05:14:03 AM GMT+6,23,Female,0,76,Yes,5,2,6,Yes,4,11,High,6,1,2,National University,15,Medium
2025/12/02 05:50:32 AM GMT+6,23,Male,2,79,Yes,7,5,4,Yes,6,8,High,9,3,5,National University,22,High
2025/12/02 06:27:01 AM GMT+6,19,Male,9,59,Yes,9,2,6,No,3,5,Medium,8,3,3,National University,13,Medium
2025/12/02 07:03:30 AM GMT+6,19,Male,9,78,Yes,4,1,7,Yes,2,8,Low,8,2,3,Private University,7,Low
2025/12/02 07:39:58 AM GMT+6,20,Male,2,92,No,6,9,6,Yes,0,10,Low,6,7,9,National University,19,Medium
2025/12/02 08:16:27 AM GMT+6,20,Female,3,48,No,8,7,9,Yes,3,6,Low,3,2,5,Private University,16,Medium
2025/12/02 08:52:56 AM GMT+6,24,Male,7,54,Yes,4,8,4,No,3,5,Low,5,8,9,Private University,17,Medium
2025/12/02 09:29:25 AM GMT+6,22,Male,9,70,No,8,1,6,No,1,11,High,4,7,6,Public University,14,Medium
2025/12/02 10:05:53 AM GMT+6,22,Male,3,66,Yes,3,6,6,Yes,0,10,Medium,7,6,2,National University,7,Low
2025/12/02 10:42:22 AM GMT+6,24,Male,0,44,No,1,2,4,No,0,5,Medium,3,2,8,National University,10,Low
2025/12/02 11:18:51 AM GMT+6,24,Male,9,95,No,3,1,5,Yes,7,11,Medium,9,7,6,Private University,14,Medium
2025/12/02 11:55:20 AM GMT+6,20,Female,3,47,Yes,3,2,5,Yes,2,5,Medium,3,2,6,National University,9,Low
2025/12/02 12:31:49 PM GMT+6,22,Female,3,70,Yes,7,1,8,Yes,3,3,Medium,5,7,7,Public University,4,Low
2025/12/02 01:08:17 PM GMT+6,20,Female,3,78,Yes,3,3,7,Yes,4,4,Medium,9,8,7,Public University,4,Low
2025/12/02 01:44:46 PM GMT+6,20,Female,1,71,No,2,8,7,Yes,7,1,Medium,1,7,6,Public University,8,Low
2025/12/02 02:21:15 PM GMT+6,24,Female,8,85,Yes,6,8,9,No,5,2,High,7,2,3,Public University,13,Medium
2025/12/02 02:57:44 PM GMT+6,21,Male,6,84,Yes,3,8,8,No,0,9,Medium,4,1,8,Public University,19,Medium
2025/12/02 03:34:12 PM GMT+6,21,Male,8,61,No,4,5,9,Yes,4,10,Medium,5,5,4,Private University,11,Medium
2025/12/02 04:10:41 PM GMT+6,19,Male,5,43,Yes,1,2,8,No,4,10,Medium,7,1,8,National University,16,Medium
2025/12/02 04:47:10 PM GMT+6,19,Female,4,83,No,1,3,9,No,3,10,Medium,4,9,8,National University,7,Low
2025/12/02 05:23:39 PM GMT+6,21,Male,2,88,Yes,4,2,6,No,3,6,Medium,4,4,9,Private University,14,Medium
2025/12/02 06:00:08 PM GMT+6,20,Female,1,49,Yes,3,7,7,Yes,0,2,Medium,9,5,7,National University,5,Low
2025/12/02 06:36:36 PM GMT+6,22,Female,8,81,Yes,6,5,6,No,7,1,High,5,8,5,National University,10,Low
2025/12/02 07:13:05 PM GMT+6,19,Male,3,99,No,9,5,5,Yes,5,11,High,6,7,1,National University,17,Medium
2025/12/02 07:49:34 PM GMT+6,20,Male,9,55,No,6,5,9,No,4,8,Low,8,5,2,Private University,11,Medium
2025/12/02 08:26:03 PM GMT+6,22,Male,3,71,No,7,3,8,Yes,4,9,Medium,6,3,2,Private University,12,Medium
2025/12/02 09:02:31 PM GMT+6,23,Male,8,67,No,3,7,7,Yes,2,11,Low,6,2,6,National University,18,Medium
2025/12/02 09:39:00 PM GMT+6,22,Male,5,99,No,4,5,7,No,4,10,Low,7,5,3,Private University,14,Medium
2025/12/02 10:15:29 PM GMT+6,20,Female,0,83,No,6,9,6,No,3,2,Low,4,9,9,Private University,14,Medium
2025/12/02 10:51:58 PM GMT+6,22,Male,0,50,No,4,1,5,No,1,1,Low,8,3,4,Public University,3,Low
2025/12/02 11:28:27 PM GMT+6,21,Male,4,67,No,7,6,8,Yes,4,7,Medium,9,3,3,Private University,14,Medium
2025/12/03 12:04:55 AM GMT+6,19,Female,8,48,Yes,7,9,7,No,2,1,Low,4,5,3,Public University,10,Low
2025/12/03 12:41:24 AM GMT+6,20,Male,2,40,No,6,7,5,Yes,2,6,High,8,1,5,Public University,18,Medium
2025/12/03 01:17:53 AM GMT+6,20,Male,1,68,Yes,2,3,5,No,1,7,Medium,8,6,5,Private University,7,Low
2025/12/03 01:54:22 AM GMT+6,20,Male,7,61,Yes,3,2,5,Yes,0,6,Low,6,9,5,National University,0,Low
2025/12/03 02:30:50 AM GMT+6,24,Female,2,84,Yes,1,7,9,No,3,9,Low,8,6,8,Private University,13,Medium
2025/12/03 03:07:19 AM GMT+6,22,Female,2,68,Yes,6,6,9,Yes,6,9,High,4,6,1,Private University,11,Medium
2025/12/03 03:43:48 AM GMT+6,21,Female,0,69,Yes,4,2,6,No,7,1,High,8,9,2,Private University,1,Low
2025/12/03 04:20:17 AM GMT+6,19,Male,6,59,Yes,6,9,6,No,2,8,Low,7,7,5,National University,17,Medium
2025/12/03 04:56:46 AM GMT+6,24,Female,3,46,Yes,6,9,5,No,1,5,Medium,6,7,5,Private University,14,Medium
2025/12/03 05:33:14 AM GMT+6,24,Male,4,84,Yes,5,2,5,No,1,8,Low,1,4,8,Private University,15,Medium
2025/12/03 06:09:43 AM GMT+6,23,Female,5,62,No,7,5,7,Yes,6,5,Medium,8,3,9,Public University,20,Medium
2025/12/03 06:46:12 AM GMT+6,21,Female,7,60,Yes,5,1,6,Yes,7,3,Low,3,7,7,Public University,8,Low
2025/12/03 07:22:41 AM GMT+6,19,Male,9,76,No,6,2,4,Yes,3,2,High,3,4,8,Private University,11,Medium
2025/12/03 07:59:10 AM GMT+6,21,Male,8,48,No,2,5,8,No,2,7,Medium,7,9,8,Public University,7,Low
2025/12/03 08:35:38 AM GMT+6,20,Male,6,77,No,4,2,7,Yes,1,2,Medium,4,6,5,National University,-1,Low
2025/12/03 09:12:07 AM GMT+6,21,Male,2,88,No,6,2,9,No,4,5,Low,8,8,9,Public University,9,Low
2025/12/03 09:48:36 AM GMT+6,21,Male,4,92,No,5,3,8,Yes,3,11,Low,6,4,1,National University,9,Low
2025/12/03 10:25:05 AM GMT+6,22,Female,8,64,Yes,2,1,6,No,5,8,High,3,8,3,Private University,5,Low
2025/12/03 11:01:33 AM GMT+6,22,Female,6,49,No,9,1,7,Yes,2,11,Low,8,2,3,National University,15,Medium
2025/12/03 11:38:02 AM GMT+6,19,Male,3,65,No,3,5,4,No,0,4,Low,4,6,2,National University,4,Low
2025/12/03 12:14:31 PM GMT+6,24,Male,7,71,Yes,6,8,4,Yes,5,5,High,6,8,5,Public University,15,Medium
2025/12/03 12:51:00 PM GMT+6,22,Female,3,97,Yes,1,3,5,Yes,2,3,Medium,9,4,5,Private University,3,Low
2025/12/03 01:27:29 PM GMT+6,22,Male,2,57,No,2,3,6,No,3,9,Medium,3,1,7,National University,17,Medium
2025/12/03 02:03:57 PM GMT+6,19,Male,6,77,No,5,4,5,Yes,4,7,Medium,2,6,8,Private University,15,Medium
2025/12/03 02:40:26 PM GMT+6,19,Male,5,53,Yes,7,3,8,Yes,3,2,Low,6,6,3,Public University,2,Low
2025/12/03 03:16:55 PM GMT+6,21,Male,4,77,Yes,2,1,8,Yes,6,8,Medium,8,9,9,Private University,7,Low
2025/12/03 03:53:24 PM GMT+6,20,Female,2,82,Yes,2,8,5,No,0,7,Medium,4,1,7,Private University,18,Medium
2025/12/03 04:29:52 PM GMT+6,20,Male,6,91,Yes,5,6,5,No,3,3,Medium,1,9,8,Public University,11,Medium
2025/12/03 05:06:21 PM GMT+6,21,Male,3,77,Yes,7,7,9,No,6,5,Medium,6,6,7,Private University,17,Medium
2025/12/03 05:42:50 PM GMT+6,20,Female,2,99,No,8,1,8,Yes,1,2,Medium,9,7,1,Public University,-4,Low
2025/12/03 06:19:19 PM GMT+6,20,Female,6,92,No,1,8,7,No,5,2,Medium,2,9,9,Public University,9,Low
2025/12/03 06:55:48 PM GMT+6,24,Male,1,78,No,4,2,5,No,7,8,High,5,5,7,National University,18,Medium
2025/12/03 07:32:16 PM GMT+6,23,Male,8,96,Yes,9,5,4,No,0,4,High,9,3,2,Private University,13,Medium
2025/12/03 08:08:45 PM GMT+6,24,Male,8,79,Yes,5,3,8,No,7,3,Medium,7,7,4,Private University,7,Low
2025/12/03 08:45:14 PM GMT+6,19,Female,4,90,No,1,3,8,Yes,1,4,Medium,4,4,6,Private University,1,Low
2025/12/03 09:21:43 PM GMT+6,23,Male,1,58,No,7,4,4,Yes,3,8,Medium,1,4,7,Public University,19,Medium
2025/12/03 09:58:11 PM GMT+6,21,Female,3,79,No,3,9,4,Yes,4,2,High,5,2,6,National University,16,Medium
2025/12/03 10:34:40 PM GMT+6,23,Male,8,48,No,4,2,8,Yes,5,9,Low,5,6,4,National University,8,Low
2025/12/03 11:11:09 PM GMT+6,20,Male,0,56,No,3,4,5,Yes,5,4,Medium,6,2,1,Public University,8,Low
2025/12/03 11:47:38 PM GMT+6,23,Male,8,94,Yes,1,6,6,No,3,4,Low,7,3,7,National University,12,Medium
2025/12/04 12:24:07 AM GMT+6,23,Female,8,53,Yes,4,8,6,No,1,3,Medium,3,5,6,National University,11,Medium
2025/12/04 01:00:35 AM GMT+6,22,Female,4,80,No,6,3,7,No,7,11,Low,8,4,8,National University,24,High
2025/12/04 01:37:04 AM GMT+6,24,Female,4,87,No,6,3,8,No,3,10,Low,8,5,5,Public University,14,Medium
2025/12/04 02:13:33 AM GMT+6,22,Male,4,91,No,9,6,5,Yes,0,5,High,8,8,6,Private University,11,Medium
2025/12/04 02:50:02 AM GMT+6,22,Female,3,79,Yes,5,3,8,Yes,2,11,Low,1,9,2,National University,4,Low
2025/12/04 03:26:30 AM GMT+6,20,Female,3,78,Yes,7,4,7,No,6,3,Low,5,5,4,Public University,12,Medium
2025/12/04 04:02:59 AM GMT+6,21,Male,1,98,Yes,9,4,4,Yes,2,4,Medium,6,3,5,Private University,15,Medium
2025/12/04 04:39:28 AM GMT+6,21,Female,8,93,No,4,9,5,Yes,2,8,High,1,4,3,National University,15,Medium
2025/12/04 05:15:57 AM GMT+6,22,Male,6,58,Yes,2,7,8,No,0,1,Medium,3,5,8,National University,5,Low
2025/12/04 05:52:26 AM GMT+6,20,Male,3,95,Yes,2,6,6,No,6,8,Medium,4,1,6,National University,21,High
2025/12/04 06:28:54 AM GMT+6,22,Male,2,91,No,6,9,8,No,0,3,Medium,5,9,7,Public University,8,Low
2025/12/04 07:05:23 AM GMT+6,24,Female,1,95,Yes,2,2,9,Yes,7,4,Medium,3,4,6,Private University,6,Low
2025/12/04 07:41:52 AM GMT+6,20,Male,2,48,No,2,4,8,Yes,6,1,Medium,8,9,3,National University,-3,Low
2025/12/04 08:18:21 AM GMT+6,21,Female,5,97,No,2,9,9,No,7,8,Medium,5,6,2,Public University,13,Medium
2025/12/04 08:54:49 AM GMT+6,21,Female,3,56,No,8,6,7,No,3,11,High,4,5,5,National University,21,High
2025/12/04 09:31:18 AM GMT+6,21,Male,2,95,No,8,9,6,Yes,5,1,High,1,3,3,Private University,15,Medium
2025/12/04 10:07:47 AM GMT+6,21,Female,4,41,No,3,1,6,Yes,6,4,High,5,6,2,Private University,2,Low
2025/12/04 10:44:16 AM GMT+6,23,Female,7,88,Yes,8,3,7,No,3,1,Medium,1,2,5,National University,11,Medium
2025/12/04 11:20:45 AM GMT+6,21,Female,3,97,Yes,3,5,7,Yes,3,3,Medium,6,9,5,Public University,1,Low
2025/12/04 11:57:13 AM GMT+6,21,Male,0,88,No,9,5,7,Yes,5,1,Medium,6,9,2,Private University,4,Low
2025/12/04 12:33:42 PM GMT+6,21,Female,1,98,No,7,1,8,Yes,7,5,Low,1,5,2,Public University,7,Low
2025/12/04 01:10:11 PM GMT+6,24,Male,4,90,No,7,8,7,Yes,2,4,High,7,1,7,National University,18,Medium
2025/12/04 01:46:40 PM GMT+6,19,Male,2,40,Yes,5,7,4,No,6,3,Low,4,7,3,National University,13,Medium
2025/12/04 02:23:09 PM GMT+6,19,Female,9,76,No,4,6,7,Yes,1,1,High,7,3,8,National University,8,Low
2025/12/04 02:59:37 PM GMT+6,20,Male,4,73,No,7,5,9,No,1,2,Medium,2,8,7,National University,5,Low
2025/12/04 03:36:06 PM GMT+6,20,Female,4,73,Yes,2,2,7,Yes,6,3,High,7,3,6,National University,7,Low
2025/12/04 04:12:35 PM GMT+6,22,Female,1,73,Yes,8,3,5,Yes,7,11,Medium,2,4,5,Public University,23,High
2025/12/04 04:49:04 PM GMT+6,20,Male,2,47,No,1,1,9,No,3,1,Medium,3,3,5,Public University,-1,Low
2025/12/04 05:25:32 PM GMT+6,23,Male,8,48,Yes,1,2,6,No,5,6,High,8,4,2,Public University,6,Low
2025/12/04 06:02:01 PM GMT+6,23,Female,5,40,No,6,3,7,No,3,6,Medium,2,6,5,National University,10,Low
2025/12/04 06:38:30 PM GMT+6,20,Female,6,50,Yes,5,8,4,Yes,0,3,Low,3,9,7,Public University,8,Low
2025/12/04 07:14:59 PM GMT+6,19,Female,9,91,No,7,2,8,No,7,8,Low,9,3,9,Private University,22,High
2025/12/04 07:51:28 PM GMT+6,21,Male,2,76,No,4,1,9,No,1,1,Medium,9,5,3,Private University,-4,Low
2025/12/04 08:27:56 PM GMT+6,23,Female,3,46,Yes,5,7,9,Yes,7,2,Medium,5,2,2,Private University,10,Low
2025/12/04 09:04:25 PM GMT+6,24,Female,2,83,Yes,2,8,6,Yes,2,6,Medium,2,8,9,Public University,11,Medium
2025/12/04 09:40:54 PM GMT+6,21,Male,3,50,Yes,6,9,8,Yes,3,10,Medium,4,6,4,Private University,16,Medium
2025/12/04 10:17:23 PM GMT+6,24,Female,2,78,No,2,1,6,No,4,2,Low,5,5,9,Private University,7,Low
2025/12/04 10:53:51 PM GMT+6,23,Male,2,65,No,3,5,9,Yes,6,11,Low,2,4,5,Public University,15,Medium
2025/12/04 11:30:20 PM GMT+6,20,Female,2,88,No,3,9,4,No,6,8,Medium,7,3,8,National University,27,High
2025/12/05 12:06:49 AM GMT+6,22,Female,5,44,Yes,5,9,7,No,0,9,Low,4,4,7,National University,19,Medium
2025/12/05 12:43:18 AM GMT+6,21,Female,1,75,No,3,2,6,No,3,3,Medium,7,3,1,Private University,3,Low
2025/12/05 01:19:47 AM GMT+6,22,Male,4,97,No,7,2,9,No,0,11,High,5,7,6,Public University,10,Low
2025/12/05 01:56:15 AM GMT+6,23,Male,8,88,No,7,5,9,No,4,9,Medium,1,7,6,National University,15,Medium
2025/12/05 02:32:44 AM GMT+6,21,Male,5,44,Yes,5,2,5,Yes,7,11,Medium,9,1,8,Public University,25,High
2025/12/05 03:09:13 AM GMT+6,22,Female,1,89,Yes,5,4,5,No,0,3,Medium,8,4,7,Public University,10,Low
2025/12/05 03:45:42 AM GMT+6,24,Female,2,58,Yes,5,5,4,Yes,7,4,Low,1,8,8,Private University,15,Medium
2025/12/05 04:22:10 AM GMT+6,20,Female,8,57,No,3,8,7,Yes,3,11,Medium,9,8,4,Private University,12,Medium
2025/12/05 04:58:39 AM GMT+6,21,Female,2,93,No,9,4,9,Yes,2,11,High,5,2,4,National University,17,Medium
2025/12/05 05:35:08 AM GMT+6,22,Male,2,47,No,1,7,5,Yes,3,7,High,9,4,3,Private University,10,Low
2025/12/05 06:11:37 AM GMT+6,23,Male,7,64,No,1,7,7,Yes,3,1,Low,4,8,3,Public University,-2,Low
2025/12/05 06:48:06 AM GMT+6,20,Male,7,68,Yes,3,8,4,No,4,4,Medium,3,1,2,National University,16,Medium
2025/12/05 07:24:34 AM GMT+6,20,Male,7,86,No,9,3,8,No,7,8,Medium,6,6,3,Public University,16,Medium
2025/12/05 08:01:03 AM GMT+6,22,Female,7,88,Yes,5,6,6,Yes,3,8,Medium,9,4,3,Public University,13,Medium
2025/12/05 08:37:32 AM GMT+6,23,Male,3,73,No,6,2,8,Yes,6,6,High,4,9,2,Private University,3,Low
2025/12/05 09:14:01 AM GMT+6,24,Female,8,99,No,4,7,6,Yes,5,5,Medium,5,9,8,National University,12,Medium
2025/12/05 09:50:29 AM GMT+6,24,Male,7,40,Yes,4,5,6,Yes,5,11,Medium,3,2,7,Private University,22,High
2025/12/05 10:26:58 AM GMT+6,22,Female,4,81,No,8,2,9,Yes,7,1,Medium,1,8,6,Private University,5,Low
2025/12/05 11:03:27 AM GMT+6,21,Male,2,77,Yes,5,4,5,No,1,8,Medium,8,5,8,Public University,16,Medium
2025/12/05 11:39:56 AM GMT+6,21,Male,4,98,No,2,7,4,Yes,2,6,High,7,2,2,Public University,11,Medium
2025/12/05 12:16:25 PM GMT+6,22,Male,1,99,No,4,1,8,No,7,4,Low,7,1,9,Public University,16,Medium
2025/12/05 12:52:53 PM GMT+6,21,Female,9,42,Yes,9,7,7,No,7,2,High,3,8,2,National University,12,Medium
2025/12/05 01:29:22 PM GMT+6,20,Male,9,68,Yes,1,7,8,No,1,7,Low,7,2,7,Private University,13,Medium
2025/12/05 02:05:51 PM GMT+6,24,Female,5,61,No,9,9,5,No,2,11,Low,2,9,6,National University,23,High
2025/12/05 02:42:20 PM GMT+6,19,Male,0,50,Yes,3,1,8,Yes,2,3,Medium,5,5,7,National University,1,Low
2025/12/05 03:18:48 PM GMT+6,22,Male,4,44,No,1,3,4,No,3,4,Low,8,8,3,Private University,2,Low
2025/12/05 03:55:17 PM GMT+6,21,Female,4,78,Yes,7,1,6,Yes,1,4,Low,3,6,7,National University,6,Low
2025/12/05 04:31:46 PM GMT+6,21,Female,2,78,Yes,8,6,5,Yes,4,6,Low,5,7,1,Public University,11,Medium
2025/12/05 05:08:15 PM GMT+6,19,Male,9,52,No,3,5,6,Yes,7,2,Medium,5,3,5,Private University,11,Medium
2025/12/05 05:44:44 PM GMT+6,24,Female,5,77,Yes,9,1,8,No,3,1,Medium,4,5,8,Public University,9,Low
2025/12/05 06:21:12 PM GMT+6,19,Male,0,63,No,1,2,6,Yes,2,8,Low,5,1,8,National University,12,Medium
2025/12/05 06:57:41 PM GMT+6,23,Male,5,71,Yes,4,5,9,No,5,7,High,5,8,2,Private University,6,Low
2025/12/05 07:34:10 PM GMT+6,22,Male,6,86,Yes,5,9,5,Yes,3,11,Medium,8,6,7,Public University,22,High
2025/12/05 08:10:39 PM GMT+6,24,Female,2,68,Yes,7,6,5,Yes,6,9,Medium,9,9,3,National University,15,Medium
2025/12/05 08:47:08 PM GMT+6,21,Female,8,67,No,7,8,8,Yes,0,6,Low,8,2,6,National University,15,Medium
2025/12/05 09:23:36 PM GMT+6,19,Female,9,67,No,2,1,4,Yes,6,6,Low,5,2,3,Public University,10,Low
2025/12/05 10:00:05 PM GMT+6,23,Male,5,86,No,1,6,5,Yes,7,4,Medium,5,9,4,National University,6,Low
2025/12/05 10:36:34 PM GMT+6,21,Male,7,54,No,9,4,5,No,3,7,High,8,2,2,National University,18,Medium
2025/12/05 11:13:03 PM GMT+6,20,Female,8,85,No,8,9,9,Yes,4,5,Low,8,8,3,Private University,10,Low
2025/12/05 11:49:31 PM GMT+6,20,Male,3,77,Yes,3,2,6,Yes,6,9,Medium,4,6,7,National University,13,Medium
2025/12/06 12:26:00 AM GMT+6,20,Female,2,98,Yes,5,8,7,No,6,5,Low,3,7,4,National University,14,Medium
2025/12/06 01:02:29 AM GMT+6,23,Male,7,78,No,1,5,5,Yes,7,4,High,7,9,6,Private University,7,Low
2025/12/06 01:38:58 AM GMT+6,19,Male,0,93,No,9,7,9,No,7,9,Low,7,5,6,National University,24,High
2025/12/06 02:15:27 AM GMT+6,24,Male,6,61,Yes,7,8,7,No,5,3,Medium,3,1,6,Private University,21,High
2025/12/06 02:51:55 AM GMT+6,19,Male,6,96,No,2,7,7,No,4,2,Low,5,9,5,National University,4,Low
2025/12/06 03:28:24 AM GMT+6,24,Male,5,54,Yes,2,3,5,Yes,2,3,High,3,1,5,Public University,7,Low
2025/12/06 04:04:53 AM GMT+6,21,Male,8,47,Yes,7,8,5,No,7,5,High,8,5,2,Public University,19,Medium
2025/12/06 04:41:22 AM GMT+6,19,Male,4,63,No,7,6,9,No,1,5,Medium,7,3,9,Public University,16,Medium
2025/12/06 05:17:50 AM GMT+6,19,Male,7,43,No,5,3,9,Yes,2,5,Medium,8,1,6,Private University,9,Low
2025/12/06 05:54:19 AM GMT+6,21,Female,2,89,Yes,4,3,5,No,4,3,Medium,5,7,9,National University,11,Medium
2025/12/06 06:30:48 AM GMT+6,21,Male,6,50,Yes,2,6,9,Yes,4,6,Medium,3,8,8,Public University,7,Low
2025/12/06 07:07:17 AM GMT+6,21,Female,7,90,Yes,7,7,7,Yes,4,8,Medium,6,4,1,National University,14,Medium
2025/12/06 07:43:46 AM GMT+6,24,Female,7,74,No,1,5,7,No,4,4,High,5,1,8,Public University,14,Medium
2025/12/06 08:20:14 AM GMT+6,23,Male,7,40,No,1,6,7,No,6,1,High,5,6,6,National University,7,Low
2025/12/06 08:56:43 AM GMT+6,19,Female,6,76,No,3,4,4,No,1,2,High,7,6,1,Public University,1,Low
2025/12/06 09:33:12 AM GMT+6,19,Male,5,66,Yes,7,1,6,No,6,1,Medium,1,3,4,Public University,10,Low
2025/12/06 10:09:41 AM GMT+6,19,Female,5,78,Yes,2,6,9,Yes,2,9,Medium,6,4,6,Private University,10,Low
2025/12/06 10:46:09 AM GMT+6,22,Male,0,45,No,5,7,4,No,7,9,High,1,3,3,Public University,24,High
2025/12/06 11:22:38 AM GMT+6,24,Female,0,95,Yes,6,6,9,Yes,3,9,Medium,7,7,1,Private University,7,Low
2025/12/06 11:59:07 AM GMT+6,24,Female,5,45,No,7,3,8,No,5,4,Low,3,8,8,Private University,11,Medium
2025/12/06 12:35:36 PM GMT+6,24,Female,6,42,No,5,2,6,Yes,3,10,Low,6,2,1,Public University,11,Medium
2025/12/06 01:12:05 PM GMT+6,23,Male,6,74,No,6,2,8,Yes,2,3,Low,3,1,3,National University,5,Low
2025/12/06 01:48:33 PM GMT+6,20,Female,7,61,No,3,5,8,No,3,3,Medium,2,8,2,Private University,0,Low
2025/12/06 02:25:02 PM GMT+6,20,Female,7,45,Yes,4,5,7,Yes,3,10,High,9,9,6,Public University,10,Low
2025/12/06 03:01:31 PM GMT+6,20,Male,8,67,Yes,4,3,5,No,4,6,Low,7,7,2,Private University,7,Low
2025/12/06 03:38:00 PM GMT+6,20,Female,2,95,Yes,1,8,8,Yes,0,1,Low,6,9,3,National University,-6,Low
2025/12/06 04:14:28 PM GMT+6,20,Female,8,60,Yes,9,4,6,No,3,2,High,9,1,6,Private University,17,Medium
2025/12/06 04:50:57 PM GMT+6,20,Male,1,99,No,9,8,7,No,4,7,Medium,1,8,4,Private University,17,Medium
2025/12/06 05:27:26 PM GMT+6,20,Male,1,64,No,2,1,7,No,4,3,Low,5,2,1,Private University,2,Low
2025/12/06 06:03:55 PM GMT+6,19,Female,8,48,No,9,7,5,No,7,7,High,6,1,3,Public University,27,High
2025/12/06 06:40:24 PM GMT+6,21,Female,8,85,No,6,3,8,Yes,6,1,High,1,1,1,Private University,6,Low
2025/12/06 07:16:52 PM GMT+6,22,Male,0,46,Yes,8,7,5,No,0,1,Medium,8,2,1,National University,10,Low
2025/12/06 07:53:21 PM GMT+6,23,Female,7,64,No,7,5,9,No,7,4,Medium,8,7,4,Public University,11,Medium
2025/12/06 08:29:50 PM GMT+6,19,Male,9,85,No,8,6,7,Yes,1,1,Medium,4,1,9,Public University,15,Medium
